x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,value,Timestamp
0,0,0,3,2,1,0,1,0,3,3,3,-0.27253762954984406,5995
1,1,3,1,3,1,3,1,3,3,3,2,-0.5400662794919301,6026
0,0,3,1,1,0,2,2,3,0,0,0,-0.5400662794919301,6067
3,1,2,1,3,2,2,1,1,2,0,3,-0.27253762954984406,6111
2,2,2,1,0,2,3,0,3,2,0,0,-0.2725376295498442,6129
2,3,1,0,2,1,3,0,2,1,1,0,-0.27253762954984406,6153
0,0,0,2,2,0,1,1,3,3,0,3,-0.5400662794919301,6173
2,2,0,1,3,2,0,0,2,0,1,3,-0.7278419329192339,6191
0,3,3,3,0,1,0,2,1,0,0,1,-0.7368568629774003,6213
0,2,0,2,2,2,1,3,3,0,0,0,-0.2725376295498442,6230
3,3,3,2,3,3,3,1,1,2,1,0,-0.5400662794919301,6259
3,0,0,2,0,2,0,0,3,0,1,1,-0.5490812095500964,6277
3,1,1,0,1,1,3,1,1,1,2,0,-0.35229062606462624,6307
3,0,3,3,2,2,0,3,0,1,0,1,-0.5400662794919301,6327
2,0,3,3,0,2,1,3,1,0,3,0,-0.2725376295498442,6345
2,3,2,3,2,0,3,2,3,0,0,1,-0.7368568629774003,6366
3,1,0,0,2,0,2,0,0,2,0,0,-0.7368568629774003,6383
0,1,2,2,1,2,1,1,1,1,2,0,-0.5400662794919301,6409
0,1,3,3,3,0,0,1,2,3,3,0,-0.2725376295498442,6432
3,0,3,2,0,2,1,3,1,1,0,0,-0.5400662794919301,6453
3,0,0,2,3,0,0,0,0,2,0,0,-0.5400662794919301,6469
3,1,0,0,3,3,0,1,2,2,0,3,-0.5490812095500964,6493
0,0,1,1,3,1,2,0,1,1,0,0,-1.0661086493179361,6516
3,2,3,0,2,1,3,2,2,2,3,1,-0.3432756960064599,6540
3,0,2,2,2,2,0,1,0,2,1,1,-0.2725376295498442,6560
3,3,3,0,2,1,3,0,3,2,0,1,-0.5400662794919301,6585
1,2,1,2,0,3,1,3,0,3,0,0,-0.5400662794919301,6607
0,1,1,0,2,3,2,1,2,0,1,3,-1.0661086493179361,6629
3,3,1,3,0,2,3,2,1,3,2,3,-0.8075949294340162,6656
2,1,3,2,2,2,2,1,3,2,3,1,-0.5400662794919301,6680
2,2,1,3,0,1,3,1,0,3,0,3,-0.27253762954984406,6701
2,0,0,2,3,1,3,1,1,2,1,0,-0.33426076594829357,6725
2,3,1,0,3,0,0,1,2,0,2,0,-0.7368568629774003,6744
0,3,1,3,1,0,3,2,3,0,3,2,-0.7278419329192339,6767
2,3,0,0,0,3,3,3,3,0,0,1,-0.2725376295498442,6788
1,3,3,3,0,3,3,1,0,1,3,1,-0.35229062606462624,6814
0,2,2,3,3,1,0,3,0,1,3,0,-0.7368568629774003,6836
1,1,3,1,3,3,1,3,1,1,0,1,-0.5400662794919301,6868
2,0,2,0,1,2,3,0,3,1,3,3,-0.5400662794919301,6892
0,3,0,0,1,1,1,3,3,2,0,0,-0.5400662794919301,6915
1,2,0,2,1,3,3,0,2,1,1,0,-0.3432756960064599,6940
3,0,1,3,3,1,1,3,0,2,1,2,-0.5400662794919301,6964
1,2,3,0,0,2,1,3,3,2,1,3,-0.2725376295498442,6986
1,1,2,2,1,1,0,2,0,0,2,0,-0.5490812095500964,7010
3,2,3,2,3,0,2,0,3,2,2,2,-0.5400662794919301,7034
1,1,2,3,0,0,2,1,1,1,3,2,-0.3432756960064599,7060
2,2,2,2,2,1,3,0,1,3,2,3,-0.2725376295498442,7086
2,3,3,3,2,2,1,3,3,1,3,0,-0.2725376295498442,7111
3,1,1,1,0,2,3,0,2,0,2,1,-0.3432756960064599,7132
3,2,0,3,1,2,2,1,3,3,0,2,-0.5400662794919301,7158
3,3,2,2,1,1,0,1,0,3,0,2,-0.27253762954984406,7185
1,1,3,0,0,1,1,2,1,2,0,3,-0.5400662794919301,7210
0,2,0,2,1,2,2,0,0,3,3,2,-0.5400662794919301,7230
0,1,0,3,0,3,0,3,0,3,1,2,-1.0661086493179361,7251
0,2,1,1,2,0,2,3,1,2,2,3,-0.2725376295498442,7272
0,1,2,0,3,0,3,0,0,3,2,2,-0.807594929434016,7293
1,0,1,2,3,0,2,1,0,3,1,0,-0.5490812095500964,7315
3,0,2,3,1,1,2,3,3,1,1,0,-0.7368568629774003,7342
0,1,0,0,0,2,0,1,2,3,0,0,-0.27253762954984406,7359
2,3,1,3,0,1,0,2,0,2,1,0,-0.27253762954984406,7380
2,2,0,2,2,2,1,1,1,0,1,1,-0.2725376295498442,7400
0,0,3,0,0,2,0,3,1,0,2,3,-0.2725376295498442,7416
1,3,1,0,3,3,1,2,0,3,0,2,-0.5400662794919301,7443
1,0,1,3,1,3,0,2,1,2,1,1,-0.8075949294340162,7470
0,2,3,3,0,0,2,0,2,2,2,0,-0.5490812095500964,7486
1,2,1,0,1,3,0,2,3,0,1,2,-0.8075949294340162,7511
2,1,0,1,2,3,1,2,0,3,0,2,-0.8075949294340162,7534
0,3,0,3,0,3,0,0,3,1,0,3,-0.3432756960064599,7558
2,3,1,3,0,2,3,1,2,2,1,0,-0.8075949294340162,7578
0,3,1,0,1,2,1,3,1,2,1,2,-0.33426076594829357,7602
0,1,0,0,2,0,2,0,0,3,3,3,-0.5490812095500964,7621
2,1,3,2,0,0,2,3,2,0,2,2,-0.8075949294340162,7642
3,0,0,0,0,1,1,2,2,2,2,0,-0.5400662794919301,7661
2,2,1,3,0,3,1,3,3,0,3,3,-0.5400662794919301,7685
1,3,3,0,2,1,3,3,3,3,2,3,-0.5310513494337638,7714
1,3,3,0,1,2,2,3,3,0,0,1,-0.7458717930355666,7740
0,3,0,2,1,1,2,2,0,1,2,0,-0.5400662794919301,7764
1,3,2,3,0,3,3,2,2,2,0,2,-0.5400662794919301,7788
3,1,0,3,1,3,0,2,0,1,3,3,-0.5400662794919301,7815
2,2,3,3,3,1,2,0,2,3,0,2,-0.2725376295498442,7840
1,2,1,2,3,3,0,2,0,2,0,2,-0.5400662794919301,7863
3,3,2,2,3,0,0,1,0,0,2,1,-0.8075949294340162,7885
0,0,3,0,1,1,1,3,1,3,2,2,-0.5400662794919301,7912
3,1,3,0,1,0,0,0,0,3,3,2,-0.807594929434016,7936
0,1,0,1,3,3,3,0,0,1,3,0,-0.5400662794919301,7960
1,2,0,1,1,0,3,3,2,1,3,2,-0.5400662794919301,7986
3,3,0,1,1,1,1,0,1,3,1,0,-0.8075949294340162,8017
3,0,3,1,1,1,0,1,2,0,3,2,-0.5400662794919301,8042
1,0,1,2,1,1,1,3,1,2,1,2,-0.5490812095500964,8069
2,3,0,1,0,2,2,3,2,0,2,0,-0.8075949294340162,8088
3,1,0,1,3,3,0,2,1,3,3,2,-0.3432756960064599,8118
2,3,3,1,2,1,2,3,1,1,3,2,-0.807594929434016,8146
0,2,2,1,0,1,3,2,2,3,1,0,0.004005950450408191,8167
1,3,2,3,0,3,2,0,1,2,2,2,-0.5400662794919301,8193
2,2,1,3,1,2,3,3,1,0,1,0,-0.3432756960064599,8216
3,3,3,1,2,2,0,2,2,1,2,0,-0.5400662794919301,8240
1,3,3,0,1,0,0,3,1,2,0,3,-0.35229062606462624,8264
0,0,2,1,2,0,3,3,1,1,1,3,-0.5400662794919301,8285
3,1,0,0,1,3,3,2,1,1,2,3,-0.5400662794919301,8316
0,1,2,0,3,0,2,1,2,3,0,3,-0.5400662794919301,8338
2,1,2,1,1,0,3,1,2,3,2,3,-0.2725376295498442,8363
3,3,1,0,0,1,0,1,3,3,1,2,-0.5400662794919301,8390
3,1,0,3,3,3,2,2,0,2,3,3,-0.2725376295498442,8416
3,1,1,3,2,2,1,3,3,3,0,3,-0.5400662794919301,8443
3,3,2,3,3,3,2,1,2,3,1,0,-0.5400662794919301,8472
2,0,3,2,1,2,1,2,1,0,0,2,-0.5400662794919301,8493
1,2,3,0,0,0,1,0,2,0,2,3,-0.2725376295498442,8511
2,2,3,2,3,1,0,3,2,0,0,2,-0.7368568629774003,8532
1,3,0,0,3,2,2,0,1,0,2,1,-0.5400662794919301,8556
1,0,1,0,0,1,0,1,2,3,2,2,-0.5400662794919301,8579
0,0,2,0,3,3,1,2,0,2,0,3,-0.5400662794919301,8599
1,1,3,0,3,2,0,2,1,2,3,3,-0.5400662794919301,8626
2,2,1,2,2,2,3,1,3,1,3,3,-0.5400662794919301,8651
1,2,0,1,3,2,1,1,2,1,1,0,-0.5400662794919301,8675
2,3,1,1,2,2,3,2,3,0,0,1,-0.3432756960064599,8699
0,0,2,3,1,0,3,0,0,0,1,2,-0.33426076594829357,8716
3,3,1,3,2,3,0,2,1,1,0,3,-0.8075949294340162,8745
1,0,3,0,1,0,3,1,1,1,0,3,-0.5400662794919301,8770
0,1,3,3,3,1,3,1,0,1,1,0,-0.807594929434016,8796
3,0,0,0,2,3,0,3,2,1,1,3,-0.7368568629774003,8818
3,3,0,3,2,2,3,1,2,1,0,2,-0.35229062606462624,8843
1,2,1,2,1,3,0,0,0,0,2,3,-0.3432756960064599,8865
0,1,2,0,0,1,0,2,1,3,0,2,-0.7368568629774003,8888
3,0,3,3,0,0,1,2,3,2,1,0,-0.5490812095500964,8911
0,0,0,2,3,2,3,1,1,0,2,0,-0.5400662794919301,8931
3,0,0,2,3,0,3,1,1,2,1,2,-0.8075949294340162,8954
1,3,0,0,2,3,0,0,3,1,1,3,-0.35229062606462624,8980
2,0,0,1,1,1,3,3,1,1,0,2,-0.5400662794919301,9006
1,0,3,3,0,1,2,3,3,3,3,1,-0.8075949294340162,9054
1,3,0,0,2,3,3,3,0,2,0,3,-0.7458717930355666,9077
2,2,3,2,1,2,2,2,0,1,3,2,-0.5400662794919301,9100
3,0,0,0,1,1,2,1,1,3,1,3,-0.5400662794919301,9128
0,3,2,3,2,0,1,0,2,3,0,0,-0.8075949294340162,9146
1,3,3,2,0,0,1,2,3,0,2,2,-0.27253762954984406,9171
3,0,0,2,3,1,1,3,3,2,2,1,-0.5490812095500964,9198
0,0,3,3,1,2,1,2,3,1,0,0,-0.7368568629774003,9221
0,0,0,3,2,1,0,1,0,2,2,1,-0.27253762954984406,9238
0,1,0,0,3,2,3,1,0,0,3,2,-0.3432756960064599,9257
1,2,2,1,2,3,2,1,1,0,1,2,-0.5400662794919301,9282
0,0,2,3,1,3,3,0,3,0,0,3,-0.5400662794919301,9304
0,0,3,2,2,3,1,0,3,1,0,0,-0.2725376295498442,9325
0,1,1,2,1,2,0,2,2,1,2,2,-0.807594929434016,9349
2,1,2,2,3,2,0,3,3,1,0,2,-0.5490812095500964,9375
1,1,1,1,0,3,2,0,1,0,0,0,-0.8075949294340162,9399
2,2,0,2,1,0,0,1,0,2,1,0,-0.5490812095500964,9416
2,1,1,2,1,2,0,0,3,1,1,3,0.004005950450408191,9442
1,1,0,2,3,1,1,0,0,1,2,0,-0.27253762954984406,9468
0,0,1,1,1,2,1,1,3,2,2,0,-0.5400662794919301,9490
0,3,2,1,0,1,1,1,1,3,0,3,-0.2725376295498442,9515
3,3,2,2,0,2,3,0,3,1,3,3,-0.807594929434016,9541
1,3,3,2,1,0,3,0,3,3,3,2,-0.5490812095500964,9571
1,1,0,0,0,1,3,1,2,2,3,2,-0.33426076594829357,9597
3,0,0,0,0,2,0,1,0,2,1,3,-0.807594929434016,9613
1,1,2,1,2,1,0,2,0,2,1,0,-0.5400662794919301,9637
1,2,3,1,2,2,1,2,1,3,2,1,-0.27253762954984406,9663
1,0,2,3,3,3,2,3,3,2,3,2,-0.2725376295498442,9691
0,3,1,0,0,1,0,0,3,3,1,2,-0.5400662794919301,9714
1,1,2,2,1,2,2,3,0,2,2,1,-0.27253762954984406,9739
0,3,1,2,3,2,0,1,2,1,0,3,-0.5400662794919301,9762
3,0,3,2,2,3,0,3,1,0,0,1,-0.8075949294340162,9785
0,0,2,0,2,3,3,1,3,3,2,2,-0.5400662794919301,9808
3,3,2,3,0,3,1,1,3,3,2,1,-0.5400662794919301,9837
2,0,2,1,2,3,0,2,3,2,0,0,-0.7368568629774003,9857
2,1,2,1,1,3,1,1,0,0,0,2,-0.5400662794919301,9881
3,0,0,2,0,1,1,3,0,1,2,2,-0.5400662794919301,9903
3,2,2,3,2,1,2,3,1,1,0,3,-0.5400662794919301,9932
3,0,0,2,1,2,3,3,3,2,0,0,-0.8075949294340162,9956
1,1,2,3,1,0,3,1,0,2,3,2,-0.5400662794919301,9982
2,1,1,0,0,0,1,1,3,1,1,3,-0.5400662794919301,10005
0,0,1,3,2,3,1,3,1,3,0,3,-0.7368568629774003,10028
0,0,3,3,0,0,1,1,2,1,1,0,-0.27253762954984406,10046
0,0,1,2,1,0,2,2,3,3,1,2,-0.5490812095500964,10069
0,0,2,0,0,3,2,2,2,0,2,1,-0.27253762954984406,10086
2,1,0,2,2,3,1,2,0,2,0,3,-0.5490812095500964,10108
3,2,0,0,1,1,0,1,3,3,2,2,-0.5400662794919301,10134
2,0,2,1,1,3,0,0,0,3,2,0,-0.2725376295498442,10156
1,3,2,2,2,3,0,0,3,0,1,1,-0.3432756960064599,10181
0,3,2,1,3,2,2,2,3,2,2,2,-0.5400662794919301,10206
2,0,3,1,3,3,0,3,3,1,3,2,-0.35229062606462624,10233
3,0,3,0,2,2,1,1,2,3,0,3,-0.5400662794919301,10255
1,0,2,2,3,2,2,3,2,0,0,0,-0.5400662794919301,10275
0,3,1,0,3,3,2,3,2,0,3,1,-0.35229062606462624,10298
2,0,2,0,0,2,1,3,3,2,2,2,-0.807594929434016,10317
3,3,2,0,1,3,0,0,2,0,1,2,-0.5490812095500964,10342
2,3,3,1,0,3,2,3,1,2,0,3,-0.5400662794919301,10366
3,1,2,0,1,0,0,3,0,3,3,1,-0.27253762954984406,10390
1,3,3,0,1,0,3,1,3,3,1,1,-0.5310513494337638,10418
1,0,1,3,0,0,3,1,3,3,0,3,-0.5400662794919301,10440
3,0,3,2,2,3,2,3,0,0,0,0,-0.5400662794919301,10459
1,3,2,0,2,3,1,1,3,2,2,1,-0.5400662794919301,10487
2,2,2,0,1,1,3,0,3,3,2,3,-0.2725376295498442,10513
0,2,2,2,1,0,3,0,2,0,1,2,-0.33426076594829357,10532
0,0,2,0,2,3,0,1,2,3,1,1,-0.8075949294340162,10552
3,0,0,0,0,0,1,2,3,0,0,0,-0.807594929434016,10568
2,2,1,1,3,0,0,0,3,2,0,3,-0.5400662794919301,10588
1,3,3,1,0,1,3,1,1,0,3,3,-0.33426076594829357,10614
2,2,2,1,0,0,2,3,2,2,3,2,-1.0661086493179361,10633
3,1,3,3,2,1,1,1,0,0,1,0,-0.5400662794919301,10656
0,2,0,0,0,1,0,1,3,0,3,3,-0.5400662794919301,10674
0,3,3,3,2,3,3,0,2,2,2,3,-0.8075949294340162,10696
0,2,0,2,2,1,1,3,3,1,2,2,-0.5400662794919301,10721
0,1,3,2,3,0,2,2,3,0,2,1,-0.8075949294340162,10744
2,2,1,1,0,3,2,1,2,0,0,3,-0.8075949294340162,10763
1,0,2,0,3,2,3,0,2,1,3,1,-0.5310513494337638,10786
0,0,3,3,1,0,0,0,1,3,3,2,-0.5490812095500964,10807
0,1,3,0,1,3,1,3,0,0,3,0,-0.7458717930355666,10828
2,1,2,2,3,2,3,3,1,1,3,2,-0.5400662794919301,10857
2,0,2,0,1,2,2,3,0,3,2,3,-0.5400662794919301,10878
3,2,0,3,0,2,2,3,2,2,0,3,-0.2725376295498442,10898
2,0,0,1,2,0,3,2,1,1,0,1,-0.5400662794919301,10918
0,3,0,2,2,1,2,3,1,3,3,1,-0.5400662794919301,10944
3,3,0,1,0,1,2,2,0,3,1,2,-0.5400662794919301,10969
2,2,3,3,3,2,0,2,0,2,2,1,-0.5310513494337638,10990
3,3,0,1,2,2,3,2,1,1,0,3,-0.5400662794919301,11016
0,2,3,0,0,0,3,0,1,1,3,1,-0.5400662794919301,11035
0,2,0,1,1,1,0,0,3,2,0,3,-0.8075949294340162,11057
3,0,0,2,3,3,3,1,2,0,3,3,-0.807594929434016,11082
3,1,2,0,0,3,2,0,1,2,2,2,-0.5400662794919301,11108
1,2,0,1,2,2,3,0,0,3,3,3,-0.5400662794919301,11129
1,2,1,2,2,1,1,3,1,2,0,3,-0.5400662794919301,11154
1,0,0,3,0,0,3,2,1,3,2,3,-0.5400662794919301,11177
0,0,2,2,2,1,2,0,0,1,0,0,-0.5490812095500964,11195
0,0,1,1,0,2,3,3,3,0,0,1,-0.2725376295498442,11212
0,2,1,2,1,2,2,1,2,2,3,0,-0.5310513494337638,11232
1,3,2,2,0,1,3,1,0,3,2,0,-0.5400662794919301,11258
2,2,2,3,0,3,0,2,3,2,2,1,-0.5400662794919301,11280
3,1,2,2,1,1,3,0,1,1,2,0,-0.7368568629774003,11310
3,0,2,3,1,0,3,0,3,3,0,0,-0.5400662794919301,11333
1,1,0,0,0,1,0,2,2,1,2,1,-0.5400662794919301,11357
3,0,0,3,3,2,1,3,1,2,2,3,-0.8075949294340162,11381
3,2,2,1,3,1,2,0,2,1,1,0,-0.5400662794919301,11407
0,3,1,3,3,1,0,0,0,3,1,1,-0.5400662794919301,11431
1,3,0,1,1,0,1,1,0,2,3,2,-0.5400662794919301,11455
0,2,3,0,1,2,2,1,2,3,1,2,-0.5400662794919301,11477
3,1,1,0,2,3,0,3,0,1,2,3,-0.7368568629774003,11502
1,3,1,2,3,3,0,1,3,0,2,1,-0.5400662794919301,11530
1,2,1,2,0,3,2,2,0,2,3,0,-0.5400662794919301,11552
3,2,2,2,3,0,1,3,0,3,3,1,-0.5400662794919301,11577
1,1,1,3,3,0,0,0,2,0,2,1,-0.2725376295498442,11599
1,1,0,1,1,1,1,1,2,2,0,1,-0.807594929434016,11624
2,3,3,2,1,2,2,3,3,0,2,0,-0.5400662794919301,11649
1,2,3,2,0,0,0,2,0,1,0,1,-0.5400662794919301,11668
0,2,0,1,2,2,1,1,1,3,0,0,-0.3432756960064599,11688
3,3,1,0,3,1,2,2,3,3,0,0,-0.3432756960064599,11717
1,2,3,1,1,1,0,2,1,3,0,0,-0.8075949294340162,11745
2,2,2,3,1,3,0,2,0,0,2,0,-0.7368568629774003,11765
1,2,3,3,3,2,2,2,1,3,2,0,-0.5400662794919301,11792
1,1,0,2,2,3,2,2,1,2,1,0,-0.5400662794919301,11817
1,0,0,2,1,1,1,0,1,3,2,1,-0.5400662794919301,11846
2,2,0,0,3,3,2,1,3,1,3,3,-0.5310513494337638,11872
